author_name,视频数,平均播放,平均点赞率,平均收藏率,平均投币率,平均互动总分
Key725,2,1691678.0,0.04197235620975778,0.015194667406283034,0.007915538340266518,0.08553385608327704
央视农业,2,949276.0,0.12556842506499852,0.00716770658244972,0.01431997544852589,0.1713008600901349
崩坏星穹铁道,2,1763095.5,0.09302518961474812,0.010833932489682556,0.01425692766694604,0.15083050939542245
菜包豆本豆,2,1931595.0,0.10055793293250367,0.00932685842141664,0.0011228202184057194,0.1185298911724353
