id,bvid,title,play,like,favorite,coin,reply,author_name,mid,fans,tname,tags,cover,duration,detail_url,点赞率,收藏率,投币率,评论率,互动总分
169,BV1Gu7H6tEse,我设置了全宇宙最安全的密码,4287895,219576,59849,46261,2821,老番茄,546195,20470502,,"推荐宝藏游戏,老番茄,高能,解谜,实况,密码,搞笑,沙雕,password game",http://i2.hdslb.com/bfs/archive/7bec2de0a7e7c96d31b5353ace357b56e8192019.jpg,828,https://www.bilibili.com/video/BV1Gu7H6tEse,0.05120834348788858,0.01395766454169237,0.010788743660933861,0.0006578985726096371,0.09438022619490449
170,BV1qJ5w6MEeS,UCLA计算机硕士 流放非洲上学教程,336222,24994,2171,1003,586,谢万宁Shawn,11676354,231003,,"Vlog生活B面,留学生,第一视角,vlog,徕芬,专业动作 请勿模仿,徕芬剃须刀,徕芬剃须刀P3,徕芬剃须刀T2,大学生",http://i1.hdslb.com/bfs/archive/1d8528f7240157a55385ad062369e1e2e70be88b.jpg,73,https://www.bilibili.com/video/BV1qJ5w6MEeS,0.07433778872292711,0.00645704326308213,0.0029831480390932184,0.0017428960627204645,0.09173254575845721
172,BV1jRKU6HEdG,手刃完颜专员，重创罗马奇观，降伏圣女贞德，最强英国主公！【帝国时代4】,641267,47711,9814,23932,1732,DarkCarrot,21869937,1372100,,,http://i0.hdslb.com/bfs/archive/4d83a289be0c336cb51d84c3eee69e6ae4327ff5.jpg,1296,https://www.bilibili.com/video/BV1jRKU6HEdG,0.07440114648032722,0.015304077708661134,0.037319868323178955,0.002700903055981362,0.17469790274565822
173,BV16tTg6JEjT,终于把好哥们处成了情侣!,1285586,27928,7924,4165,3586,老吴和小付,556182948,1685,,"爱的100种表达方式,情侣,情感,生活记录,男朋友,爱情,异地恋,从校园开始的恋爱,情侣日常,结束异地恋",http://i0.hdslb.com/bfs/archive/81f8f92b79fe6d0a8bb28481bf46aa7f0da7d3d5.jpg,147,https://www.bilibili.com/video/BV16tTg6JEjT,0.021723945344768843,0.006163726114005597,0.003239767701266193,0.0027893894301898123,0.04023845934849944
174,BV1GgTG66Etb,老外对中国cosplay竟这样评价…,769268,61260,9688,1895,1349,河野华,18343098,3261103,,"bilibilionly同人扶持计划,漫展,动漫,二次元,美少女,崩坏：星穹铁道,saber,河野华,海外,Cosplay",http://i0.hdslb.com/bfs/archive/81d27fd9ebba98e7105f4b3d74e3e9c11df90cff.jpg,350,https://www.bilibili.com/video/BV1GgTG66Etb,0.07963414570734777,0.01259379046054171,0.0024633807723706174,0.0017536151250279487,0.10520520806792952
175,BV1sSKX63EfB,这还是三角洲吗？核电站居然改这么勤快？这满满的求生欲啊！「三角洲S10赛季」,716929,22665,2269,718,5115,Key725,11332884,1327425,,"三角洲S10裂变新赛季,公告,三角洲行动,核电站,更新,更改,新赛季,老key",http://i0.hdslb.com/bfs/archive/5dad97919f5fcb90b916aa1e9d0b9826d083c621.jpg,312,https://www.bilibili.com/video/BV1sSKX63EfB,0.0316140091975635,0.003164888015410173,0.001001493871778098,0.007134597707722801,0.045498926671957755
177,BV12AKX6kEMK,【解说员】国宴级别....,180276,16530,2470,4935,682,women51,40006642,888635,,"火影手游,游戏解说,决斗场,火影忍者,解说员,高手,格斗游戏,段位,火影忍者手游",http://i0.hdslb.com/bfs/archive/378a041812617d5dd4c62e0092a8577d20cda654.jpg,1076,https://www.bilibili.com/video/BV12AKX6kEMK,0.09169273780203688,0.013701213694557235,0.027374692138720628,0.003783088153719852,0.17077703077503384
178,BV1aATg6iE4m,只需要用开水烫一烫 就能做出超好吃的凉拌牛肉！简单方便！酸辣开胃太适合夏天啦！！,1258453,61014,15223,953,2758,房纠纠,2007288208,194083,,"记录我的美食日常,美食制作,美食教程,家常菜,夏天,开胃菜,凉拌牛肉",http://i1.hdslb.com/bfs/archive/2928df79224cfd14b591dd7103d3fac9ea00b4db.jpg,51,https://www.bilibili.com/video/BV1aATg6iE4m,0.04848333628669486,0.012096597965915295,0.0007572789766483134,0.0021915796616957485,0.07033437085056017
179,BV16s7b68EwG,自然光｜papi酱&窦文涛：驴与跑步机,1488592,44286,34647,29260,4210,窦文涛的聊客,3706971419052108,265356,,"上B站看播客,聊客,窦文涛的聊客,鄂尔多斯 1980,#鄂尔多斯 1980自然光,自然光播客,窦文涛,papi酱,自然光",http://i2.hdslb.com/bfs/archive/aea154c3d0661a226e360a75c430b470f5792316.jpg,9306,https://www.bilibili.com/video/BV16s7b68EwG,0.029750260648989113,0.023275014241645797,0.01965615830261079,0.002828175887012694,0.10680327450369208
180,BV1gg7h6UEs8,嘉 豪 领 域,3338158,166622,80777,5633,2681,圆球鼠STG,699110573,326600,,"捉迷藏,画画躲猫猫,嘉豪",http://i0.hdslb.com/bfs/archive/b65114a8b8671e205e25e59f21352847f1aec1e2.jpg,121,https://www.bilibili.com/video/BV1gg7h6UEs8,0.0499143539640724,0.024198075705224257,0.0016874575739075262,0.0008031375387264473,0.09038952020845029
181,BV1vnj26AEzx,假如志愿填报是款游戏......,1900865,104058,15416,2247,1014,豆豆豆豆逗是我,447212385,417554,,"大学专业花式测评,搞笑,大学,第一人称,游戏,高考,夸克高考,夸克志愿填报法,大学生,志愿填报",http://i0.hdslb.com/bfs/archive/7e73c37b9c7c93d8d6db3ecde18fc42e7b8682fe.jpg,360,https://www.bilibili.com/video/BV1vnj26AEzx,0.05474244620212377,0.008109992029944262,0.0011820934153661622,0.0005334413543307915,0.06980506243210328
182,BV17Z7a6vEKo,我吃遍了西安最強的街頭小吃，第九家強得離譜！,1668244,38980,21877,14209,3081,丹牛食走起,438926406,941946,,"舌尖真探事务所,小吃,西安,街头美食,美食侦探,西安美食,探店",http://i2.hdslb.com/bfs/archive/c645104eea7bc54b077b415ff436994694a0177c.jpg,1673,https://www.bilibili.com/video/BV17Z7a6vEKo,0.023365886524992746,0.013113789109986309,0.008517339190190404,0.001846852139135522,0.06191810070948854
183,BV1vBTg6kEpd,终极硬筋流狂铁12.0，何为对抗路的尽头,1015802,46916,37286,4094,1027,江东蟹宝王,485919810,201021,,"王者荣耀UP主激励计划,娱乐,电子竞技,小满,游戏视频,王者荣耀,MOBA,教程攻略,狂铁,对抗路",http://i0.hdslb.com/bfs/archive/59b27eb20203e4eae00e4b76aede07279eab0522.jpg,343,https://www.bilibili.com/video/BV1vBTg6kEpd,0.046186166201681034,0.036705972226870984,0.004030312994067742,0.0010110238018826503,0.11031677433200565
185,BV1RdTT6YEh2,【原神幼儿园】草神的拼音课,303492,50819,8572,3310,863,原神幼儿园-持续更新,3706970311756484,8003,,"月神,原神二创,八重神子,芙宁娜,ai,原神,派蒙,草神,雷电将军",http://i1.hdslb.com/bfs/archive/4383ed5dbbb98a25e4cda9659e8b0de317b9dc2b.jpg,84,https://www.bilibili.com/video/BV1RdTT6YEh2,0.167447576871878,0.02824456657836121,0.010906383034808165,0.0028435675404953013,0.23447076034953146
186,BV1eqTM6vEcX,只用赏心悦目的忍者上段！#4,311507,37147,10394,24394,907,赵小天咯,50001728,913580,,"手机游戏,火影忍者,搞笑,决斗场,日向雏田,夏日忍者,纲手,格斗游戏,火影忍者手游",http://i1.hdslb.com/bfs/archive/9e958d6d0b5b421034b523657fae022ecec58770.jpg,1001,https://www.bilibili.com/video/BV1eqTM6vEcX,0.11924932666039607,0.033366826427656524,0.07830963670158295,0.002911652065603662,0.32883049177065043
187,BV1sGKR6LEzZ,赛后情书：营销大王日本队32强出局，安切洛蒂正反手教育森保一巴西赢麻了！,371056,13456,1972,6380,3977,HC王楚淇,1591295479,436087,,"王楚淇说球,世界杯,巴西,日本,王楚淇,维尼修斯",http://i2.hdslb.com/bfs/archive/bc4787ddf0c99d1dd813d6fc8f3fbd0bf306e116.jpg,668,https://www.bilibili.com/video/BV1sGKR6LEzZ,0.03626406795739727,0.005314561683411668,0.017194170152214222,0.010718058729679618,0.08934230951662282
188,BV14y7p6pE5J,今天我要拍的男团是_____,580927,28019,5067,1192,1155,笙笙和夕夕,43679186,862257,,"KPOP回归前线,摄影,颜值,男团,KPOP,RIIZE,RISEandREALIZE,笙笙,胶片,拉椅子",http://i2.hdslb.com/bfs/archive/aadf2f1341b6d264dd14f7b5816075033761d93a.jpg,160,https://www.bilibili.com/video/BV14y7p6pE5J,0.048231533394040904,0.008722266308847756,0.0020518929228629415,0.001988201615693538,0.06740692031873195
189,BV1pHTg6WEza,山东的好看也分很多种,1746946,153056,7010,753,4907,一铭mingming,523424910,29419,,"原创,山东,记录",http://i1.hdslb.com/bfs/archive/65a3f8c14414e01cf48db3d487f11e5c6ef56025.jpg,30,https://www.bilibili.com/video/BV1pHTg6WEza,0.0876134694489698,0.004012717050212199,0.0004310379370627369,0.0028089019351485393,0.09730352283356211
190,BV1zdKD6bEHQ,歌剧老师锐评《歌手2026》第六期（下）,515085,20107,3059,10637,7955,铁豆钢蛋,379028503,695657,,"一起看歌手2026,胡彦斌,窦靖童,刘惜君,歌手,传奇,张远,艾略特,Reaction,锐评",http://i1.hdslb.com/bfs/archive/761961c183e4d4cafd8ccaf409d2429cd993a30f.jpg,4109,https://www.bilibili.com/video/BV1zdKD6bEHQ,0.03903627556616869,0.005938825630721143,0.020650960521079044,0.015444052923303921,0.10469048797771241
191,BV1EeTg6LEaK,首届《哈基米歌王争霸赛》总决赛,1155755,67903,10228,7982,1846,林芷伊kiwi,16993069,895507,,"哈基米歌王争霸赛,音乐,翻唱,哈基米",http://i2.hdslb.com/bfs/archive/18fbad2ed4f1d23e44ac6d13495696265c19fbbf.jpg,2281,https://www.bilibili.com/video/BV1EeTg6LEaK,0.05875207115694935,0.008849626434668247,0.006906307997802302,0.0015972243252246367,0.08743635112978096
192,BV1SMTM6sEG3,清洁工咕嘎-第2集,319083,38500,4255,3774,579,清洁工咕嘎,13687231,6355,,"二次元,动画,治愈,正能量,搞笑,可爱,vlog,记录,解压,咕咕嘎嘎",http://i2.hdslb.com/bfs/archive/bb0c748f03b7790d0f406c275febdbafe60de1d0.jpg,258,https://www.bilibili.com/video/BV1SMTM6sEG3,0.12065826133012414,0.013335088362589044,0.011827643591165934,0.0018145748911725162,0.1661307559475121
193,BV1CxTG6bEQe,被诋毁的“三系杂交稻”到底有多牛？看懂它才能看懂中国饭碗【主播说三农】,1182473,177361,11132,29703,7854,央视农业,1343321779,3903095,,"中国,主播说三农,粮食,水稻,农业,三农,袁隆平,粮仓",http://i2.hdslb.com/bfs/archive/b35ec0aece2fa6fcfd9d11b4a65c5edabe615fd0.jpg,291,https://www.bilibili.com/video/BV1CxTG6bEQe,0.14999158543154897,0.009414168441900999,0.02511938961819847,0.006642012122052681,0.2209936294528501
194,BV18zKR6dEBA,三角洲行动 拳打MK47，脚踢M14！策划究极数值之作！SVCH的全面解析与最强改法教学！【S】,330672,12440,5728,667,1748,Always聪聪,52717408,1665439,,"猛攻三角洲S9新赛季,射击游戏,游戏解说,FPS,三角洲行动,教程攻略",http://i2.hdslb.com/bfs/archive/1e077fea9e879472e1159eb21b1a8e9b8a333bc3.jpg,372,https://www.bilibili.com/video/BV18zKR6dEBA,0.037620360961919966,0.017322301253205594,0.002017104562829632,0.0052862050612086904,0.07292422702859631
195,BV1jdKU6DEXW,板面：为什么那么多人爱吃？？！,567628,28682,6397,1593,1418,上班族的便当,50660116,3385481,,"舌尖真探事务所,美食制作,美食教程,河北特色板面,面条,板面,安徽板面",http://i2.hdslb.com/bfs/archive/59d2647c09165c9fd66072ef59dabc3cb2d4cd7e.jpg,429,https://www.bilibili.com/video/BV1jdKU6DEXW,0.050529572184599775,0.011269704806669157,0.0028064154692862228,0.0024981149626163613,0.07554507529579231
196,BV13VK96REyZ,三角洲新赛季最逆天的发现，回响无限制扫描,1007620,66507,9521,678,1883,小怂弟,1666628639,665632,,三角洲行动,http://i2.hdslb.com/bfs/archive/4a5dd30a8fb6e465f6fa59135930f803d583a78c.jpg,31,https://www.bilibili.com/video/BV13VK96REyZ,0.06600404914551121,0.009448998630436077,0.0006728727099501796,0.0018687600484309562,0.08339205255949664
197,BV1aKTg6eETx,一间小院，一家三口，用满院的烟火气，为孩子的未来点亮星光,504190,42043,1142,12638,451,油克东东,205961190,273812,,"家居,生活记录,房子",http://i0.hdslb.com/bfs/archive/7c05a251d0800fc086b51351353edbeda4e07904.jpg,138,https://www.bilibili.com/video/BV1aKTg6eETx,0.08338721513715068,0.0022650191396100675,0.025065947361113866,0.0008945040560106309,0.13781114262480415
198,BV1Lm756EEBb,“错误的标准答案见多了，第一次见如此超模的正解”【AI教育の小曲】【灰色轨迹尾奏-DJ】,4100877,327171,49787,9996,6653,早睡起大王,676239823,285636,,"2026B站毕业歌,歌单,音乐推荐,听歌,电台,黄家驹,音乐,灰色轨迹,综合,Beyond",http://i1.hdslb.com/bfs/archive/314c44a40e4a42fe2ab34c50f5b4562476547d39.jpg,279,https://www.bilibili.com/video/BV1Lm756EEBb,0.07978073958326475,0.012140573833353208,0.002437527387434444,0.0016223359052222244,0.10448899101338567
199,BV1wzTT6LEh5,【TF家族练习生】《突围II破局》EP01：先放空的人，才有力气往前走（下）,1526780,60804,28737,6402,9961,TF家族,3670216,8894745,,"TF四代暑期集训纪录片,TF家族练习生",http://i0.hdslb.com/bfs/archive/aaa47f5a479a534903218d33c24af6b22221c58d.jpg,3854,https://www.bilibili.com/video/BV1wzTT6LEh5,0.039824991157861644,0.018821965181624073,0.004193138500635324,0.006524188160704227,0.08296840409227263
200,BV1ci7W6mEUr,脑瘫挑战麒麟臂吃果冻,246065,42622,1892,15774,1243,阿呆去流浪,692175859,103310,,"娱乐,生活记录,美食",http://i0.hdslb.com/bfs/archive/5aa3fb402195ee7eadcfa918e16e91ce4d05e453.jpg,182,https://www.bilibili.com/video/BV1ci7W6mEUr,0.1732143945705403,0.007689025257553899,0.06410501290309471,0.005051510779672038,0.3180094690427326
201,BV11C736WEje,法国人：中国人总是一脸轻松的说出残忍的话。中国人：天气这么热，你们为什么不装空调？,3919578,104417,16947,3211,28320,文同学文案,170914,222606,,"万物研究所,西瓜,法国,中国,天气,发达国家,酷热,空调,高温",http://i1.hdslb.com/bfs/archive/80bf54c90766183294aa7514ecf2e12f57134bd9.jpg,435,https://www.bilibili.com/video/BV11C736WEje,0.02663985765814585,0.004323679743074382,0.0008192208446929746,0.007225267618095621,0.041989086580239
202,BV17k7W6CEda,尸潮来袭！开局一辆车如何在无穷的高架桥上存活下去！！「高架惊变100天2」,1722076,145998,57090,75833,1682,夏天y,84130356,1978505,,"推荐宝藏游戏,单机游戏,沙盒游戏,MC,我的世界,生存游戏,高架惊变100天,像素风,多人游戏,夏天y",http://i0.hdslb.com/bfs/archive/020aafb68c050e7408f469fbcba48891a1672841.jpg,1358,https://www.bilibili.com/video/BV17k7W6CEda,0.0847802303731078,0.03315184695681259,0.044035803297880004,0.0009767280886557852,0.22355633549274248
203,BV1sa756bEq3,父母催婚话术是如何做到全国统一的,1308395,159620,14870,1242,1701,菜包豆本豆,377763688,25133,,"人类模仿ai,菜包豆,催婚,豆包,父母,精神状态",http://i2.hdslb.com/bfs/archive/d601bcc681ee17ff51cb907eecfe2158151eb472.jpg,37,https://www.bilibili.com/video/BV1sa756bEq3,0.1219967976031703,0.011365069417110277,0.0009492546211197689,0.0013000661115335965,0.14224297708260886
204,BV1r67q6HEGb,【人森】有情人终成“家属”,831334,30835,26697,4872,827,里昂聊游戏,14576879,2634378,,"朋友收集梦想生活,主机游戏,单机游戏,人森,豆沙包",http://i0.hdslb.com/bfs/archive/9e90a4024a311698a2e66d4b1aa2ed232a0377a6.jpg,2142,https://www.bilibili.com/video/BV1r67q6HEGb,0.037090988700089256,0.03211344658103722,0.005860460416631582,0.000994786692232003,0.09797686609714026
206,BV1r3KD6bEUQ,民警一条视频为您讲清派出所和公安局的区别,1473866,96026,5817,641,2975,新华网,488055582,2222571,,"警察,民警,公安局,派出所",http://i0.hdslb.com/bfs/archive/be56b8af61b2b1ac8a9ca06ac9cc3829dae123eb.jpg,46,https://www.bilibili.com/video/BV1r3KD6bEUQ,0.0651524629783169,0.0039467631385756916,0.0004349106363807836,0.002018501003483356,0.07396092996242534
